//
///////////////////////////////////////////ЭKCТPACOЛНEЧНAЯ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
// 5 AM
	6 20 20 			210 194 182 			255 255 255 			0 0 7 			19 39 37 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		100.0		0.9			0 0 0			14 15 18			25 51 52 240			254 102 132 227			254 4 85 95			90	220	0	0.00		
// 6 AM
	22 17 8 			210 194 182 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			1.1		0.5		0.1			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			254 86 86 86			254 149 94 0			177	220	0	0.00		
// 7 AM
	12 4 0 			210 194 182 			255 255 255 			63 205 255 			62 200 255 			255 128 0 			255 128 0 			2.1		0.9		-0.1			211 0 149			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			254 58 110 115			254 123 70 14			177	220	0	0.00		
// Midday
	12 10 0 			210 194 182 			255 255 255 			136 136 136 			179 179 179 			189 175 0 			168 98 14 			1.6		0.9		-0.1			236 0 190			800.0		100.0		-0.1			44 34 23			129 128 123			90 170 170 240			254 80 34 118			254 70 70 70			88	220	0	0.00		
// 7 PM
	16 10 0 			210 194 182 			255 255 255 			74 156 208 			67 144 182 			198 128 0 			255 128 0 			7.5		0.9		-0.1			110 40 75			800.0		100.0		0.8			120 40 40			155 155 155			50 97 97 240			254 90 123 113			254 114 61 10			88	220	0	0.00		
// 8 PM
	12 10 4 			210 194 182 			255 255 255 			181 150 84 			167 118 65 			255 128 0 			255 128 0 			1.9		0.9		0.1			100 60 0			800.0		43.0		0.9			0 0 0			163 83 63			67 67 67 240			254 129 93 71			254 66 27 0			177	220	0	0.00		
// 10 PM
	22 20 10 			210 194 182 			255 255 255 			172 143 88 			167 118 65 			255 128 0 			5 8 0 			0.9		0.3		0.3			160 100 0			800.0		41.0		0.9			70 27 10			55 55 55			67 67 62 240			254 129 0 0			254 66 106 0			111	60	0	0.00		
//
///////////////////////////////////////////ЭKCТPACOЛНEЧНAЯ CМOГ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			249 244 235 			255 255 255 			19 14 19 			6 6 17 			255 128 0 			5 0 0 			0.9		0.3		0.8			200 102 0			800.0		100.0		0.9			30 20 0			3 3 3			85 85 65 240			254 50 61 114			254 14 46 55			25	80	0	0.00		
// 5 AM
	22 33 33 			210 194 182 			255 255 255 			16 16 22 			15 15 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		50.0		0.9			35 9 10			27 30 36			53 104 104 240			254 93 90 114			254 34 40 30			25	80	0	0.00		
// 6 AM
	20 16 16 			210 194 182 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.1		0.3			140 93 0			800.0		50.0		0.8			100 34 25			120 92 88			90 170 170 240			254 86 86 86			254 149 94 0			25	120	0	0.00		
// 7 AM
	11 7 1 			210 194 182 			255 255 255 			90 205 255 			114 148 166 			255 128 0 			255 128 0 			1.1		0.1		0.8			100 50 75			800.0		10.0		0.5			120 40 40			159 142 106			145 170 170 240			254 106 107 84			254 96 61 15			25	120	0	0.00		
// Midday
	14 7 2 			210 194 182 			255 255 255 			158 158 158 			167 167 167 			255 128 0 			255 128 0 			0.9		0.1		0.3			236 0 190			800.0		10.0		-0.1			44 34 23			145 164 183			90 170 170 240			254 146 146 146			254 0 0 0			25	50	0	0.00		
// 7 PM
	10 10 5 			210 194 182 			255 255 255 			93 127 157 			90 144 182 			198 128 0 			255 128 0 			7.5		0.3		0.9			110 40 103			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			254 124 93 67			254 86 50 10			25	150	0	0.00		
// 8 PM
	10 5 5 			210 194 182 			255 255 255 			181 150 84 			167 118 65 			255 128 0 			255 128 0 			1.9		0.3		0.9			100 60 0			800.0		10.0		0.9			120 40 40			72 107 159			67 67 67 240			254 121 102 80			254 44 24 0			25	150	0	0.00		
// 10 PM
	22 12 15 			255 222 222 			255 255 255 			209 150 84 			167 118 65 			255 128 0 			5 8 0 			0.9		0.3		0.3			160 100 0			800.0		10.0		0.9			70 27 10			15 11 34			67 67 62 240			254 124 124 124			254 44 24 0			25	80	0	0.00		
//
///////////////////////////////////////////COЛНEЧНAЯ и CМOГ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			210 188 166 			255 255 255 			22 5 12 			13 13 31 			255 128 0 			5 0 0 			0.9		0.3		0.6			200 100 0			800.0		155.0		0.9			30 20 0			3 3 3			85 85 65 240			254 57 87 87			254 21 27 88			122	90	0	0.00		
// 5 AM
	33 33 33 			210 194 182 			255 255 255 			15 15 16 			14 14 20 			255 128 0 			255 128 0 			-0.1		0.3		0.9			150 100 0			800.0		155.0		0.9			35 9 10			27 30 36			53 104 104 240			254 50 78 114			254 34 40 30			122	90	0	0.00		
// 6 AM
	33 33 33 			210 194 182 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.3		0.8			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			254 86 86 86			254 149 94 0			122	120	0	0.00		
// 7 AM
	20 11 5 			210 194 182 			255 255 255 			90 205 255 			222 204 200 			255 128 0 			255 128 0 			1.1		0.1		0.1			236 50 75			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			254 106 106 106			254 96 61 15			122	180	0	0.00		
// Midday
	15 7 0 			210 194 182 			255 255 255 			120 120 255 			181 181 181 			255 128 0 			255 128 0 			2.5		0.9		0.1			236 0 190			800.0		80.0		-0.1			44 34 23			145 164 183			90 170 170 240			254 108 108 108			254 24 13 81			122	180	0	0.00		
// 7 PM
	15 11 0 			210 194 182 			255 255 255 			109 142 157 			90 144 182 			255 55 0 			255 255 255 			4.3		0.3		0.3			222 40 75			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			254 124 124 107			254 86 50 10			122	180	0	0.00		
// 8 PM
	15 5 0 			210 194 182 			255 255 255 			181 150 84 			167 118 65 			255 128 0 			255 128 0 			1.9		0.3		0.7			100 60 0			800.0		10.0		0.9			120 40 40			72 107 159			67 67 67 240			254 121 93 71			254 44 24 0			122	120	0	0.00		
// 10 PM
	33 12 12 			210 194 182 			255 255 255 			181 150 84 			197 103 39 			255 128 0 			5 8 0 			0.9		0.3		0.6			160 100 0			800.0		10.0		0.9			70 27 10			15 11 34			67 67 62 240			254 117 124 83			254 66 27 0			122	90	0	0.00		
//
///////////////////////////////////////////ВEТPEННAЯ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	10 30 30 			157 176 208 			255 255 255 			10 10 10 			10 23 33 			10 10 0 			10 0 0 			0.9		0.9		0.1			200 100 0			700.0		79.0		0.9			30 20 0			23 28 30			55 55 66 240			254 124 124 124			254 45 49 32			155	51	0	0.00		
// 5 AM
	10 24 27 			160 171 202 			255 255 255 			10 10 10 			10 22 33 			10 10 0 			10 0 0 			0.9		0.9		0.1			200 100 0			700.0		-22.0		0.9			70 27 10			23 28 30			55 55 66 240			254 80 85 91			254 98 120 120			155	100	0	0.00		
// 6 AM
	16 31 31 			163 187 192 			255 255 255 			22 22 22 			15 25 27 			0 0 0 			0 0 0 			3.4		0.8		0.1			200 100 0			700.0		90.0		0.8			100 34 25			23 28 30			77 77 88 240			254 63 80 80			254 122 122 90			155	180	0	0.00		
// 7 AM
	22 22 22 			190 176 169 			255 255 255 			125 145 151 			125 145 151 			0 0 0 			0 0 0 			-0.1		0.7		0.1			80 50 0			700.0		-22.0		0.5			120 40 40			92 116 125			77 77 88 240			254 124 124 124			254 45 28 12			155	180	0	0.00		
// Midday
	22 22 22 			190 176 169 			255 255 255 			100 100 100 			128 128 128 			10 10 0 			10 0 0 			2.8		0.5		0.1			80 0 120			700.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			254 98 74 122			254 137 137 137			155	180	0	0.00		
// 7 PM
	22 22 22 			190 176 169 			255 255 255 			125 145 151 			125 145 151 			0 0 0 			0 0 0 			3.5		0.9		0.1			80 0 0			700.0		-22.0		0.8			120 100 100			92 116 123			123 128 134 240			254 44 44 44			254 122 122 122			155	180	0	0.00		
// 8 PM
	22 22 22 			190 176 169 			255 255 255 			34 56 62 			62 72 75 			0 0 0 			0 0 0 			-0.1		0.9		0.1			80 50 0			700.0		-22.0		0.9			120 100 100			46 58 61			122 126 134 240			254 90 90 90			254 90 122 122			155	180	0	0.00		
// 10 PM
	24 28 20 			222 200 200 			255 255 255 			15 15 20 			20 22 22 			10 10 0 			10 0 0 			0.9		0.9		0.3			200 100 0			700.0		111.0		0.9			70 27 10			23 28 30			10 70 60 240			254 64 64 100			254 69 70 87			155	20	0	0.00		
//
///////////////////////////////////////////COЛНEЧНAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 30 30 			133 133 133 			255 255 255 			0 8 12 			10 36 65 			255 128 0 			5 0 0 			0.9		0.5		0.3			200 100 0			450.0		100.0		0.9			30 20 0			3 3 3			19 40 52 240			254 66 66 66			254 88 56 28			50	120	0	0.00		
// 5 AM
	20 30 30 			143 143 143 			255 255 255 			15 22 32 			4 32 66 			255 128 0 			255 0 0 			-0.1		0.3		0.9			150 100 0			454.0		100.0		0.9			70 27 10			50 43 36			21 41 56 240			254 66 99 66			254 88 47 23			50	120	0	0.00		
// 6 AM
	30 30 30 			188 188 188 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			3.0		0.1		0.8			140 100 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			254 124 124 124			254 45 47 23			50	120	70	0.00		
// 7 AM
	24 26 30 			188 188 188 			255 255 255 			90 205 255 			187 146 116 			255 128 0 			255 0 0 			3.3		0.9		0.1			100 50 0			455.0		66.0		0.5			120 40 40			159 142 106			145 170 170 240			254 55 62 64			254 66 66 80			50	120	0	0.00		
// Midday
	30 30 30 			188 188 188 			255 255 255 			171 171 171 			149 149 149 			255 128 0 			255 128 0 			2.5		0.9		0.1			150 0 150			455.0		66.0		0.9			120 100 100			180 255 255			90 170 170 240			254 104 71 105			254 82 59 117			50	120	0	0.00		
// 7 PM
	30 30 30 			163 163 163 			255 255 255 			109 142 157 			111 155 155 			255 0 0 			255 0 0 			3.3		0.9		0.1			110 40 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			254 33 99 99			254 66 66 44			50	120	0	0.00		
// 8 PM
	30 30 30 			163 163 163 			255 255 255 			109 142 189 			165 155 130 			255 128 0 			155 0 0 			1.9		0.6		0.3			100 60 0			455.0		66.0		0.9			120 40 40			0 0 0			67 67 67 240			254 124 66 44			254 66 55 23			50	120	0	0.00		
// 10 PM
	13 13 30 			143 143 143 			255 255 255 			20 15 45 			13 44 65 			255 5 8 			5 8 0 			0.9		0.5		0.5			160 100 0			455.0		66.0		0.9			70 27 10			0 0 0			44 73 96 240			254 124 124 124			254 45 47 23			50	112	0	0.00		
//
///////////////////////////////////////////ЭKCТPACOЛНEЧНAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 30 30 			133 133 133 			255 255 255 			10 36 65 			10 36 65 			255 128 0 			5 0 0 			0.9		0.5		0.3			200 100 0			450.0		100.0		0.9			30 20 0			3 3 3			19 40 52 240			254 66 66 66			254 88 56 28			0	120	0	0.00		
// 5 AM
	20 30 30 			143 143 143 			255 255 255 			4 32 66 			4 32 66 			255 128 0 			255 0 0 			-0.1		0.3		0.9			150 100 0			454.0		100.0		0.9			70 27 10			50 43 36			21 41 56 240			254 66 99 66			254 88 47 23			0	120	0	0.00		
// 6 AM
	16 20 27 			188 188 188 			255 255 255 			155 155 155 			198 124 85 			255 128 0 			255 128 0 			2.6		0.1		0.1			140 100 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			254 86 86 86			254 166 94 0			0	120	0	0.00		
// 7 AM
	12 0 0 			188 188 188 			255 255 255 			155 155 155 			198 124 85 			255 128 0 			255 0 0 			1.6		0.9		0.1			100 50 0			455.0		66.0		0.5			120 40 40			159 142 106			145 170 170 240			254 86 86 86			254 166 94 0			0	120	0	0.00		
// Midday
	30 30 30 			188 188 188 			255 255 255 			132 132 132 			155 155 155 			255 128 0 			255 128 0 			2.5		0.9		0.1			150 0 150			455.0		66.0		0.9			120 100 100			180 255 255			90 170 170 240			254 121 19 0			255 69 64 121			0	120	0	0.00		
// 7 PM
	30 30 30 			163 163 163 			255 255 255 			109 142 157 			111 155 155 			255 0 0 			255 0 0 			3.3		0.9		0.1			110 40 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			254 33 99 99			254 66 66 44			0	120	0	0.00		
// 8 PM
	30 30 30 			163 163 163 			255 255 255 			109 142 189 			165 155 130 			255 128 0 			155 0 0 			1.9		0.6		0.3			100 60 0			455.0		66.0		0.9			120 40 40			0 0 0			67 67 67 240			254 124 66 44			254 66 55 23			0	120	0	0.00		
// 10 PM
	13 13 30 			141 141 141 			255 255 255 			5 25 45 			13 44 65 			255 5 8 			5 8 0 			0.9		0.5		0.5			160 100 0			455.0		66.0		0.9			70 27 10			0 0 0			44 73 96 240			254 124 124 124			254 45 47 23			0	112	0	0.00		
//
///////////////////////////////////////////OБЛAЧНAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	30 30 30 			108 108 101 			255 255 255 			11 11 11 			11 11 11 			10 10 0 			10 0 0 			0.9		0.9		0.9			200 100 0			1150.0		-22.0		0.9			30 20 0			23 28 30			55 55 66 240			254 64 64 12			254 88 66 66			155	0	0	0.00		
// 5 AM
	30 22 30 			108 108 101 			255 255 255 			14 14 14 			14 14 14 			10 10 0 			10 0 0 			-0.1		0.9		0.9			200 100 0			1150.0		-22.0		0.9			70 27 10			23 28 30			55 55 66 240			254 77 67 52			254 85 72 66			155	0	0	0.00		
// 6 AM
	30 30 30 			153 153 153 			255 255 255 			41 46 47 			31 36 37 			10 10 0 			10 0 0 			3.4		0.8		0.8			200 100 0			1150.0		-22.0		0.8			100 34 25			23 28 30			77 77 88 240			254 64 64 64			254 77 77 77			155	0	100	0.00		
// 7 AM
	5 5 12 			153 153 153 			255 255 255 			62 72 75 			62 72 75 			10 10 0 			10 0 0 			-0.1		0.7		0.8			200 50 0			1150.0		-22.0		0.5			120 40 40			46 58 61			77 77 88 240			254 124 124 124			254 48 48 48			155	0	0	0.00		
// Midday
	5 5 12 			211 211 211 			255 255 255 			155 155 155 			160 160 160 			10 10 0 			10 0 0 			2.8		0.5		0.7			80 0 120			1150.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			254 124 124 124			254 48 48 48			155	0	0	0.00		
// 7 PM
	5 30 30 			123 123 123 			255 255 255 			62 72 75 			62 72 75 			10 10 0 			10 0 0 			3.5		0.9		0.9			80 0 0			1150.0		-22.0		0.8			120 100 100			46 58 61			123 128 134 240			254 124 124 124			254 48 48 48			155	0	0	0.00		
// 8 PM
	30 30 30 			108 108 108 			255 255 255 			62 72 75 			62 72 75 			10 10 0 			10 0 0 			1.9		0.9		0.9			80 50 0			1150.0		-22.0		0.9			120 100 100			46 58 61			122 126 134 240			254 64 64 55			254 48 48 48			155	0	0	0.00		
// 10 PM
	30 30 30 			108 108 108 			255 255 255 			41 46 47 			31 36 37 			10 10 0 			10 0 0 			0.9		0.9		0.9			200 100 0			1150.0		-22.0		0.9			70 27 10			23 28 30			77 77 88 240			254 64 64 12			254 48 48 48			155	0	0	0.00		
//
///////////////////////////////////////////ДOЖДЛИВAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 30 30 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			0.9		0.9		0.5			200 100 0			650.0		5.0		0.9			30 20 0			0 0 0			59 68 77 240			254 124 124 124			254 16 48 10			155	0	0	0.00		
// 5 AM
	20 30 30 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			-0.1		0.9		0.6			200 100 0			650.0		5.0		0.9			70 27 10			0 0 0			59 68 77 240			254 124 124 124			254 0 48 20			155	0	0	0.00		
// 6 AM
	20 30 30 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			3.4		0.8		0.3			200 100 0			650.0		5.0		0.8			100 34 25			0 0 0			62 72 77 240			254 124 124 124			254 0 48 20			155	0	100	0.00		
// 7 AM
	20 30 30 			135 173 197 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			2.5		0.7		0.3			80 80 0			650.0		5.0		0.8			120 40 40			0 0 0			107 117 122 240			254 124 124 124			254 0 48 20			155	0	0	0.00		
// Midday
	20 30 30 			186 186 186 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			0.9		0.5		0.1			80 50 120			650.0		5.0		0.7			120 100 100			0 0 0			141 141 140 240			254 124 124 124			254 30 38 30			155	0	0	0.00		
// 7 PM
	20 30 30 			135 173 193 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			3.5		0.9		0.5			80 50 0			650.0		5.0		0.8			120 40 40			0 0 0			116 135 144 240			254 124 124 124			254 10 46 22			155	0	0	0.00		
// 8 PM
	20 30 30 			167 198 223 			255 255 255 			40 40 40 			70 70 70 			0 0 0 			0 0 0 			1.9		0.9		0.9			80 80 0			650.0		5.0		0.9			120 40 40			0 0 0			132 176 189 240			254 124 124 124			254 0 48 20			155	0	0	0.00		
// 10 PM
	20 30 30 			167 198 223 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			0.9		0.9		0.9			200 100 0			650.0		5.0		0.9			70 27 10			0 0 0			161 176 189 240			254 124 124 124			254 0 48 20			155	0	0	0.00		
//
///////////////////////////////////////////ТYМAННAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			141 141 141 			255 255 255 			0 40 40 			0 40 40 			10 10 0 			10 0 0 			0.9		0.9		0.7			60 50 0			150.0		-200.0		0.9			30 20 0			0 0 0			120 120 125 240			254 124 124 124			254 30 30 32			0	120	0	0.00		
// 5 AM
	33 33 33 			210 141 141 			255 255 255 			0 45 45 			0 45 45 			10 10 0 			10 0 0 			-0.1		0.9		0.7			60 50 0			150.0		-200.0		0.9			70 27 10			0 0 0			120 120 125 240			254 124 124 124			254 30 30 32			0	120	0	0.00		
// 6 AM
	33 33 33 			141 141 141 			255 255 255 			0 45 45 			0 45 45 			0 10 0 			10 0 0 			3.4		0.8		0.7			60 50 0			150.0		-200.0		0.8			100 34 25			0 0 0			128 128 125 240			254 124 124 124			254 30 30 32			0	120	100	0.00		
// 7 AM
	33 33 33 			141 141 141 			255 255 255 			40 50 50 			40 50 50 			10 10 0 			10 0 0 			2.5		0.7		0.7			60 50 0			150.0		-200.0		0.6			120 40 40			0 0 0			128 128 125 240			254 124 124 124			254 30 30 32			0	120	0	0.00		
// Midday
	13 13 13 			141 141 141 			255 255 255 			146 155 155 			127 144 144 			10 10 0 			10 0 0 			0.9		0.5		0.3			60 50 60			250.0		-30.0		0.3			120 100 100			0 0 0			128 128 128 240			254 124 124 124			254 30 30 32			0	120	0	0.00		
// 7 PM
	13 13 13 			141 141 141 			255 255 255 			100 100 105 			100 100 105 			10 10 0 			10 0 0 			3.5		0.9		0.3			60 50 0			150.0		-70.0		0.8			120 40 40			0 0 0			123 123 124 240			254 124 124 124			254 30 30 32			0	111	0	0.00		
// 8 PM
	13 13 13 			141 141 141 			255 255 255 			41 60 60 			35 53 50 			10 10 0 			10 0 0 			1.9		0.9		0.9			60 50 0			150.0		-80.0		0.9			120 40 40			0 0 0			122 121 124 240			254 124 124 124			254 30 30 32			0	120	0	0.00		
// 10 PM
	33 33 33 			141 141 141 			255 255 255 			0 40 40 			0 40 40 			10 10 0 			10 0 0 			0.9		0.9		0.7			60 50 0			150.0		-100.0		0.9			70 27 10			0 0 0			123 124 120 240			254 124 124 124			254 30 30 32			0	120	0	0.00		
//
///////////////////////////////////////////COЛНEЧНAЯ VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	25 22 22 			144 137 137 			255 255 255 			16 7 23 			24 0 37 			255 255 0 			5 0 0 			0.9		0.3		0.8			200 100 0			1000.0		100.0		0.9			30 20 0			3 3 3			38 38 55 240			254 64 64 64			254 88 27 0			122	0	0	0.00		
// 5 AM
	24 16 25 			138 138 138 			255 255 255 			20 4 19 			31 11 27 			255 128 0 			255 0 0 			-0.1		0.3		0.8			150 100 0			1000.0		100.0		0.9			70 27 10			50 43 36			53 62 68 240			254 64 64 152			254 79 27 0			122	0	0	0.00		
// 6 AM
	0 5 10 			188 188 188 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.3		0.1			140 100 0			1000.0		100.0		0.8			100 34 25			120 92 88			185 160 160 240			254 64 64 64			254 77 66 0			122	0	0	0.00		
// 7 AM
	13 13 1 			188 188 188 			255 255 255 			90 205 255 			90 200 255 			255 128 0 			255 0 0 			3.3		0.1		0.1			100 50 0			1000.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			254 64 64 64			254 64 64 22			122	0	0	0.00		
// Midday
	13 13 1 			188 188 188 			255 255 255 			90 180 255 			90 200 255 			255 128 0 			255 128 0 			2.5		0.1		0.3			150 0 150			1000.0		10.0		0.9			120 100 100			180 255 255			90 170 170 240			254 64 64 64			254 128 111 44			122	88	0	0.00		
// 7 PM
