//
///////////////////////////////////////////ЭKCТPACOЛНEЧНAЯ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	41 41 41 			73 75 77 			255 255 255 			55 90 120 			108 151 186 			255 255 255 			74 74 74 			0.1		0.9		0.1			150 0 150			2500.0		66.0		15.7			0 0 0			192 192 192			90 170 170 240			254 0 0 0			254 35 35 35			0	120	0	1.00		
// 7 PM
	27 27 27 			94 97 99 			255 255 255 			92 139 180 			139 179 214 			255 255 255 			30 30 30 			0.1		0.9		0.1			110 40 0			2400.0		66.0		14.8			0 0 0			168 169 170			103 95 87 240			254 0 0 0			254 0 0 0			0	120	0	1.00		
// 8 PM
	66 66 66 			109 109 109 			255 255 255 			42 57 124 			213 138 104 			255 128 0 			165 0 0 			1.9		0.6		0.3			100 60 0			2400.0		66.0		0.9			255 128 64			0 0 64			67 67 67 240			254 73 67 44			254 0 0 0			0	120	0	1.00		
// 10 PM
	13 13 30 			141 141 141 			255 255 255 			0 12 42 			79 55 42 			0 0 0 			5 8 0 			0.9		0.5		0.5			160 100 0			2100.0		66.0		0.9			0 0 0			0 0 0			44 73 96 240			254 124 124 124			254 45 47 23			0	112	0	1.00		
//
///////////////////////////////////////////OБЛAЧНAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	70 70 101 			82 82 121 			255 255 255 			14 14 14 			21 21 21 			10 10 0 			10 0 0 			0.9		0.9		0.1			200 100 0			2000.0		-22.0		3.0			229 243 255			23 28 30			55 55 66 240			254 20 35 50			254 22 51 51			255	0	6	1.00		
// 5 AM
	0 0 0 			108 108 101 			255 255 255 			14 14 14 			14 14 14 			10 10 0 			2 2 2 			-0.1		0.9		0.9			200 100 0			2000.0		4.0		0.9			70 27 10			23 28 30			55 55 66 240			254 30 65 77			254 0 0 0			155	0	0	1.00		
// 6 AM
	41 41 41 			113 113 113 			255 255 255 			78 85 85 			111 121 123 			10 10 0 			106 106 106 			0.1		0.8		0.5			200 100 0			2000.0		40.0		0.8			174 225 255			101 123 131			77 77 88 240			254 0 0 0			254 25 43 51			139	175	0	1.00		
// 7 AM
	0 0 0 			128 128 128 			255 255 255 			107 123 130 			173 201 210 			10 10 0 			80 80 80 			-0.1		0.7		0.8			200 50 0			2000.0		-22.0		0.5			120 40 40			46 58 61			77 77 88 240			254 0 0 0			254 5 9 20			155	0	0	1.00		
// Midday
	0 0 0 			81 81 81 			255 255 255 			101 118 122 			170 199 204 			10 10 0 			30 30 30 			0.1		0.5		0.1			80 0 120			2100.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			254 0 0 0			254 0 0 0			155	0	0	1.00		
// 7 PM
	0 1 1 			123 123 123 			255 255 255 			108 125 131 			145 168 176 			10 10 0 			52 52 52 			0.1		0.9		0.9			80 0 0			2000.0		-22.0		0.8			120 100 100			46 58 61			123 128 134 240			254 2 2 2			254 0 0 0			155	0	0	1.00		
// 8 PM
	0 0 0 			67 67 67 			255 255 255 			54 63 66 			106 125 129 			10 10 0 			10 0 0 			1.9		0.9		0.9			80 50 0			2000.0		-22.0		0.9			120 100 100			46 58 61			122 126 134 240			254 79 79 79			254 0 0 0			155	0	0	1.00		
// 10 PM
	30 30 30 			108 108 108 			255 255 255 			29 33 34 			26 31 31 			10 10 0 			10 0 0 			0.9		0.9		0.9			200 100 0			2000.0		-22.0		0.9			70 70 70			30 30 30			77 77 88 240			254 64 69 67			254 48 48 48			155	0	0	1.00		
//
///////////////////////////////////////////ДOЖДЛИВAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 0 0 			103 132 151 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			0.9		0.9		0.3			200 100 0			1500.0		5.0		0.9			255 0 254			0 0 0			59 68 77 240			254 29 29 29			254 14 14 14			155	0	0	1.00		
// 5 AM
	20 30 30 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			-0.1		0.9		0.6			200 100 0			1500.0		5.0		0.9			70 27 10			0 0 0			59 68 77 240			254 34 34 34			254 0 48 20			155	0	0	1.00		
// 6 AM
	32 32 32 			173 184 191 			255 255 255 			75 75 75 			106 106 106 			0 0 0 			71 71 71 			0.1		0.8		0.3			200 100 0			1500.0		5.0		0.8			100 34 25			0 0 0			62 72 77 240			254 52 52 52			254 0 0 0			155	0	100	1.00		
// 7 AM
	0 0 0 			87 112 128 			255 255 255 			126 126 126 			192 192 192 			0 0 0 			79 79 79 			0.1		0.7		0.3			80 80 0			1700.0		5.0		0.8			120 40 40			0 0 0			107 117 122 240			254 0 0 0			254 0 0 0			155	0	0	1.00		
// Midday
	51 51 51 			186 186 186 			255 255 255 			151 151 151 			195 195 195 			0 0 0 			75 75 75 			0.1		0.5		0.1			80 50 120			1700.0		5.0		0.7			120 100 100			0 0 0			141 141 140 240			254 0 0 0			254 0 0 0			155	0	0	0.00		
// 7 PM
	10 10 10 			126 129 131 			255 255 255 			128 128 128 			182 182 182 			0 0 0 			0 0 0 			-0.1		0.9		0.5			80 50 0			1700.0		5.0		0.8			120 40 40			0 0 0			116 135 144 240			254 0 0 0			254 0 0 0			155	0	0	1.00		
// 8 PM
	0 0 0 			26 26 26 			255 255 255 			80 80 80 			105 105 105 			0 0 0 			255 88 0 			1.9		0.9		0.9			80 80 0			1500.0		-109.0		0.9			120 40 40			0 0 0			132 176 189 240			254 0 0 0			254 0 39 13			155	0	0	1.00		
// 10 PM
	0 0 0 			113 134 151 			255 255 255 			14 14 14 			19 19 19 			0 0 0 			0 0 0 			0.9		0.9		0.9			200 100 0			1500.0		5.0		0.9			70 27 10			0 0 0			161 176 189 240			254 24 24 24			254 0 30 12			155	0	0	1.00		
//
///////////////////////////////////////////ТYМAННAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			158 158 158 			255 255 255 			2 2 2 			10 10 10 			10 10 0 			10 0 0 			0.9		0.9		0.9			60 51 0			300.0		-25.0		0.9			30 20 0			0 0 0			120 120 125 240			254 0 0 0			254 34 49 71			0	120	0	1.00		
// 5 AM
	12 12 12 			110 141 141 			255 255 255 			4 4 4 			20 10 6 			10 10 0 			0 0 0 			-0.1		0.9		0.8			60 50 0			65.0		-200.0		0.9			70 27 10			0 0 0			120 120 125 240			254 49 49 49			254 0 0 0			0	120	0	1.00		
// 6 AM
	41 41 41 			209 209 209 			255 255 255 			37 43 47 			99 118 127 			0 0 0 			51 51 51 			-0.1		0.1		0.1			60 50 0			241.0		7.0		0.8			0 0 0			0 0 0			128 128 125 240			254 23 23 23			254 0 0 0			0	120	100	1.00		
// 7 AM
	0 0 0 			125 125 125 			255 255 255 			131 132 138 			99 121 128 			0 0 0 			79 79 79 			-0.1		0.7		0.7			60 50 0			2500.0		-10.0		0.6			0 0 0			255 255 255			128 128 125 240			254 10 18 38			254 0 0 0			0	120	0	1.00		
// Midday
	0 0 0 			153 153 153 			255 255 255 			110 115 132 			146 150 154 			10 10 0 			57 57 57 			-0.1		0.5		0.3			60 50 60			2500.0		-10.0		0.3			0 0 0			0 0 0			128 128 128 240			254 29 60 60			254 0 0 0			0	120	0	0.00		
// 7 PM
	0 0 0 			64 64 64 			255 255 255 			123 125 138 			122 137 151 			10 10 0 			0 0 0 			0.1		0.9		0.3			60 50 0			2500.0		-10.0		0.8			0 0 0			0 0 0			64 61 47 240			254 20 15 14			254 0 0 0			0	111	0	1.00		
// 8 PM
	0 0 0 			141 141 141 			255 255 255 			87 87 87 			145 145 145 			10 10 0 			10 0 0 			1.9		0.9		0.9			60 50 0			370.0		-10.0		0.9			109 36 36			2 2 2			64 61 47 240			254 0 0 0			254 0 0 0			0	120	0	1.00		
// 10 PM
	33 33 33 			141 141 141 			255 255 255 			39 39 39 			38 38 38 			10 10 0 			10 0 0 			0.9		0.9		0.7			60 50 0			340.0		-10.0		0.9			70 27 10			0 0 0			64 61 47 240			254 120 120 120			254 30 30 32			0	120	0	1.00		
//
///////////////////////////////////////////COЛНEЧНAЯ VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	30 30 30 			83 96 103 			255 255 255 			8 10 9 			10 12 9 			0 0 0 			5 0 0 			0.9		0.5		0.5			200 208 0			1700.0		100.0		23.1			0 0 0			3 3 3			38 38 55 240			254 27 5 91			254 0 0 0			122	0	0	1.00		
// 5 AM
	25 22 22 			97 113 120 			255 255 255 			38 23 19 			16 13 11 			0 0 0 			5 0 0 			0.9		0.3		0.8			200 208 0			1700.0		100.0		23.1			0 0 0			3 3 3			38 38 55 240			254 27 80 103			254 0 0 0			122	0	0	1.00		
// 6 AM
	32 32 32 			127 127 127 			255 255 255 			58 80 112 			187 126 90 			255 128 0 			78 58 39 			0.1		0.3		0.3			140 100 0			2000.0		100.0		0.1			0 0 0			255 175 95			185 160 160 240			254 28 28 28			254 1 1 0			122	0	0	1.00		
// 7 AM
	9 9 9 			101 115 126 			255 255 255 			43 78 106 			119 162 215 			255 255 255 			72 72 72 			0.1		0.1		0.1			100 50 0			2200.0		100.0		0.5			0 0 0			152 180 224			145 170 170 240			254 26 26 27			254 28 28 28			122	0	0	1.00		
// Midday
	0 0 0 			121 121 121 			255 255 255 			61 89 149 			96 115 152 			255 255 255 			73 73 73 			0.1		0.1		0.3			150 0 150			2200.0		10.0		0.9			0 0 0			152 180 224			90 170 170 240			254 0 0 0			254 41 29 20			122	88	0	1.00		
// 7 PM
